,Unnamed: 0.1,Unnamed: 0,poster,title,certificate,runtime,genre,rating,about,director,stars,votes,gross_earn,clean about
4225,4225,4225,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,dragon wars,12,107 min,"['action', 'drama', 'fantasy']",3.5,"Once in 500 years, ancient mythical creatures come to Earth, wreaking havoc and destruction. This time they must be stopped.",hyung-rae shim,"('Jason Behr',), ('Amanda Brooks',), ('Robert Forster',), ('Craig Robinson',)","24,525",$10.98M,"['500', 'years', 'ancient', 'mythical', 'creatures', 'come', 'earth', 'wreaking', 'havoc', 'destruction', 'time', 'must', 'stopped']"
4226,4226,4226,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the resident,15,91 min,"['crime', 'drama', 'horror']",5.3,"When a young doctor suspects she may not be alone in her new Brooklyn loft, she learns that her landlord has formed a frightening obsession with her.",antti j. jokinen,"('Hilary Swank',), ('Jeffrey Dean Morgan',), ('Lee Pace',), ('Christopher Lee',)","28,126",,"['young', 'doctor', 'suspects', 'may', 'alone', 'new', 'brooklyn', 'loft', 'learns', 'landlord', 'formed', 'frightening', 'obsession']"
4227,4227,4227,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,open grave,15,102 min,"['horror', 'mystery', 'sci-fi']",6.2,"A man wakes up in the wilderness, in a pit full of dead bodies, with no memory and must determine if the murderer is one of the strangers who rescued him, or if he himself is the killer.",gonzalo lópez-gallego,"('Sharlto Copley',), ('Thomas Kretschmann',), ('Josie Ho',), ('Joseph Morgan',)","29,980",,"['man', 'wakes', 'wilderness', 'pit', 'full', 'dead', 'bodies', 'memory', 'must', 'determine', 'murderer', 'one', 'strangers', 'rescued', 'killer']"
4228,4228,4228,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,undisputed,15,96 min,"['action', 'crime', 'drama']",6.1,"When heavyweight champion George ""Iceman"" Chambers lands in prison, the resident gangster arranges a boxing match with the reigning prison champ.",walter hill,"('Wesley Snipes',), ('Ving Rhames',), ('Peter Falk',), ('Michael Rooker',)","32,496",$12.40M,"['heavyweight', 'champion', 'george', 'iceman', 'chambers', 'lands', 'prison', 'resident', 'gangster', 'arranges', 'boxing', 'match', 'reigning', 'prison', 'champ']"
4229,4229,4229,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,now and then,PG,100 min,"['comedy', 'drama', 'romance']",6.7,Four 12-year-old girls grow up together during an eventful small-town summer in 1970.,lesli linka glatter,"('Christina Ricci',), ('Demi Moore',), (""Rosie O'Donnell"",), ('Thora Birch',)","29,945",$27.40M,"['four', '12yearold', 'girls', 'grow', 'together', 'eventful', 'smalltown', 'summer', '1970']"
4230,4230,4230,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,husbands and wives,15,108 min,"['comedy', 'drama', 'romance']",7.5,"When their best friends announce that they're separating, a professor and his wife discover the faults in their own marriage.",woody allen,"('Woody Allen',), ('Mia Farrow',), ('Sydney Pollack',), ('Judy Davis',)","29,384",$10.56M,"['best', 'friends', 'announce', 'theyre', 'separating', 'professor', 'wife', 'discover', 'faults', 'marriage']"
4231,4231,4231,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,outland,AA,109 min,"['action', 'crime', 'sci-fi']",6.6,A federal marshal stationed at a mining colony on the Jupiter moon of Io uncovers a drug-smuggling conspiracy. He gets no help from the workers or authorities when he finds himself marked for murder.,peter hyams,"('Sean Connery',), ('Frances Sternhagen',), ('Peter Boyle',), ('James Sikking',)","29,909",$17.37M,"['federal', 'marshal', 'stationed', 'mining', 'colony', 'jupiter', 'moon', 'io', 'uncovers', 'drugsmuggling', 'conspiracy', 'gets', 'help', 'workers', 'authorities', 'finds', 'marked', 'murder']"
4232,4232,4232,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the good german,15,105 min,"['drama', 'mystery', 'romance']",6.0,"While in post-war Berlin to cover the Potsdam Conference, an American military journalist is drawn into a murder investigation that involves his former mistress and his driver.",steven soderbergh,"('George Clooney',), ('Cate Blanchett',), ('Tobey Maguire',), ('Beau Bridges',)","25,207",$1.31M,"['postwar', 'berlin', 'cover', 'potsdam', 'conference', 'american', 'military', 'journalist', 'drawn', 'murder', 'investigation', 'involves', 'former', 'mistress', 'driver']"
4233,4233,4233,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,ruthless people,18,93 min,"['comedy', 'crime']",6.9,"A couple cheated by a vile businessman kidnaps his wife in retaliation, not knowing that their enemy is delighted that they did.",jim abrahams,"('David Zucker',), ('Jerry Zucker',), ('Bette Midler',), ('Danny DeVito',)","28,528",$71.62M,"['couple', 'cheated', 'vile', 'businessman', 'kidnaps', 'wife', 'retaliation', 'knowing', 'enemy', 'delighted']"
4234,4234,4234,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,uhf,PG,97 min,"['comedy', 'sci-fi']",6.9,"An unemployed visionary becomes the manager of a local television station. The station becomes a success, with all sorts of hilarious sight gags and wacky humor.",jay levey,"(""'Weird Al' Yankovic"",), ('Victoria Jackson',), ('Kevin McCarthy',), ('Michael Richards',)","28,732",$6.16M,"['unemployed', 'visionary', 'becomes', 'manager', 'local', 'television', 'station', 'station', 'becomes', 'success', 'sorts', 'hilarious', 'sight', 'gags', 'wacky', 'humor']"
4235,4235,4235,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,joyeux noel,12A,116 min,"['drama', 'history', 'music']",7.7,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life.",christian carion,"('Diane Kruger',), ('Benno Fürmann',), ('Guillaume Canet',), ('Natalie Dessay',)","29,829",$1.05M,"['december', '1914', 'unofficial', 'christmas', 'truce', 'western', 'front', 'allows', 'soldiers', 'opposing', 'sides', 'first', 'world', 'war', 'gain', 'insight', 'others', 'way', 'life']"
4236,4236,4236,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,crazy/beautiful,12,99 min,"['drama', 'romance']",6.4,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from an affluent neighborhood.",john stockwell,"('Kirsten Dunst',), ('Jay Hernandez',), ('Bruce Davison',), ('Herman Osorio',)","24,884",$16.93M,"['pacific', 'palisades', 'high', 'poor', 'latino', 'falls', 'hard', 'troubled', 'girl', 'affluent', 'neighborhood']"
4237,4237,4237,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,ip man 3,12A,105 min,"['action', 'biography', 'drama']",7.0,"When a band of brutal gangsters led by a crooked property developer make a play to take over a local school, Master Ip is forced to take a stand.",wilson yip,"('Donnie Yen',), ('Lynn Xiong',), ('Jin Zhang',), ('Mike Tyson',)","55,345",$2.68M,"['band', 'brutal', 'gangsters', 'led', 'crooked', 'property', 'developer', 'make', 'play', 'take', 'local', 'school', 'master', 'ip', 'forced', 'take', 'stand']"
4238,4238,4238,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,barnyard,PG,90 min,"['animation', 'adventure', 'comedy']",5.6,"When the farmer's away, all the animals play, and sing, and dance. Eventually, though, someone has to step in and run things, a responsibility that ends up going to Otis, a carefree cow.",steve oedekerk,"('Kevin James',), ('Courteney Cox',), ('Danny Glover',), ('Sam Elliott',)","31,233",$72.78M,"['farmers', 'away', 'animals', 'play', 'sing', 'dance', 'eventually', 'though', 'someone', 'step', 'run', 'things', 'responsibility', 'ends', 'going', 'otis', 'carefree', 'cow']"
4239,4239,4239,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,how i live now,15,101 min,"['action', 'adventure', 'drama']",6.4,"An American girl, sent to the English countryside to stay with relatives, finds love and purpose while fighting for her survival as war envelops the world around her.",kevin macdonald,"('Saoirse Ronan',), ('Tom Holland',), ('George MacKay',), ('Harley Bird',)","30,475",$0.06M,"['american', 'girl', 'sent', 'english', 'countryside', 'stay', 'relatives', 'finds', 'love', 'purpose', 'fighting', 'survival', 'war', 'envelops', 'world', 'around']"
4240,4240,4240,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,my name is bruce,15,84 min,"['comedy', 'fantasy', 'horror']",6.1,"Mistaken for his character Ash from the 'Evil Dead' trilogy,",bruce campbell,"('Bruce Campbell',), ('Grace Thorsen',), ('Taylor Sharpe',), ('Ted Raimi',)","24,574",$0.17M,"['mistaken', 'character', 'ash', 'evil', 'dead', 'trilogy']"
4241,4241,4241,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,on golden pond,A,109 min,['drama'],7.6,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",mark rydell,"('Katharine Hepburn',), ('Henry Fonda',), ('Jane Fonda',), ('Doug McKeon',)","31,528",$119.29M,"['norman', 'curmudgeon', 'estranged', 'relationship', 'daughter', 'chelsea', 'golden', 'pond', 'wife', 'nevertheless', 'agree', 'care', 'billy', 'son', 'chelseas', 'new', 'boyfriend', 'unexpected', 'relationship', 'blooms']"
4242,4242,4242,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,la bamba,15,108 min,"['biography', 'drama', 'music']",6.9,Biographical story of the rise from nowhere of early rock and roll singer,luis valdez,"('Lou Diamond Phillips',), ('Esai Morales',), ('Rosanna DeSoto',), ('Elizabeth Peña',)","33,660",$54.22M,"['biographical', 'story', 'rise', 'nowhere', 'early', 'rock', 'roll', 'singer']"
4243,4243,4243,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,jeremiah johnson,A,108 min,"['adventure', 'drama', 'western']",7.5,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by the Crow tribe and proves to be a match for their warriors in single combat on the early frontier.,sydney pollack,"('Robert Redford',), ('Will Geer',), ('Delle Bolton',), ('Josh Albee',)","31,830",$47.74M,"['mountain', 'man', 'wishes', 'live', 'life', 'hermit', 'becomes', 'unwilling', 'object', 'long', 'vendetta', 'crow', 'tribe', 'proves', 'match', 'warriors', 'single', 'combat', 'early', 'frontier']"
4244,4244,4244,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,rogue,15,99 min,"['action', 'drama', 'horror']",6.2,An American journalist on assignment in the Australian outback encounters a man-eating crocodile while trapped on a rapidly flooding mud island.,greg mclean,"('Michael Vartan',), ('Radha Mitchell',), ('Sam Worthington',), ('Caroline Brazier',)","30,590",$0.01M,"['american', 'journalist', 'assignment', 'australian', 'outback', 'encounters', 'maneating', 'crocodile', 'trapped', 'rapidly', 'flooding', 'mud', 'island']"
4245,4245,4245,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,mirror,U,107 min,"['biography', 'drama']",8.0,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.",andrei tarkovsky,"('Margarita Terekhova',), ('Filipp Yankovskiy',), ('Ignat Daniltsev',), ('Oleg Yankovskiy',)","46,405",$0.18M,"['dying', 'man', 'forties', 'remembers', 'past', 'childhood', 'mother', 'war', 'personal', 'moments', 'things', 'tell', 'recent', 'history', 'russian', 'nation']"
4246,4246,4246,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,bright star,PG,119 min,"['biography', 'drama', 'romance']",6.9,The three-year romance between 19th-century poet John Keats and Fanny Brawne near the end of his life.,jane campion,"('Abbie Cornish',), ('Ben Whishaw',), ('Paul Schneider',), ('Kerry Fox',)","27,584",$4.44M,"['threeyear', 'romance', '19thcentury', 'poet', 'john', 'keats', 'fanny', 'brawne', 'near', 'end', 'life']"
4247,4247,4247,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,arthur,AA,97 min,"['comedy', 'romance']",6.9,"Alcoholic billionaire playboy Arthur Bach must marry a woman he does not love, or he will be cut off from his $750,000,000 fortune. But when Arthur falls in love with a poor waitress, he must decide if he wants to choose love or money.",steve gordon,"('Dudley Moore',), ('Liza Minnelli',), ('John Gielgud',), ('Geraldine Fitzgerald',)","28,805",$95.46M,"['alcoholic', 'billionaire', 'playboy', 'arthur', 'bach', 'must', 'marry', 'woman', 'love', 'cut', '750000000', 'fortune', 'arthur', 'falls', 'love', 'poor', 'waitress', 'must', 'decide', 'wants', 'choose', 'love', 'money']"
4248,4248,4248,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,miracle on 34th street,U,114 min,"['family', 'fantasy']",6.5,A lawyer and a little girl must prove that a man claiming to be Santa Claus is the real thing.,les mayfield,"('Richard Attenborough',), ('Elizabeth Perkins',), ('Dylan McDermott',), ('J.T. Walsh',)","36,780",$17.19M,"['lawyer', 'little', 'girl', 'must', 'prove', 'man', 'claiming', 'santa', 'claus', 'real', 'thing']"
4249,4249,4249,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,a midsummer night's dream,PG,116 min,"['comedy', 'fantasy', 'romance']",6.4,"Lovers' lives are complicated by city law, feuding faerie royalty, and... love.",michael hoffman,"('Kevin Kline',), ('Michelle Pfeiffer',), ('Rupert Everett',), ('Stanley Tucci',)","25,637",$16.07M,"['lovers', 'lives', 'complicated', 'city', 'law', 'feuding', 'faerie', 'royalty', 'love']"
4250,4250,4250,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,metro,18,117 min,"['action', 'comedy', 'crime']",5.5,A Hostage Negotiator teams up with a Sharpshooter to bring down a dangerous jewel thief.,thomas carter,"('Eddie Murphy',), ('Michael Rapaport',), ('Kim Miyori',), ('Art Evans',)","27,718",$31.99M,"['hostage', 'negotiator', 'teams', 'sharpshooter', 'bring', 'dangerous', 'jewel', 'thief']"
4251,4251,4251,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,city by the sea,15,108 min,"['crime', 'drama', 'mystery']",6.1,"Vincent Lamarca, whose father was executed for a 1950s kidnapping of a child, grew up to become a police officer, only to see his own son become a murder suspect.",michael caton-jones,"('Robert De Niro',), ('James Franco',), ('Frances McDormand',), ('Eliza Dushku',)","25,292",$22.43M,"['vincent', 'lamarca', 'whose', 'father', 'executed', '1950s', 'kidnapping', 'child', 'grew', 'become', 'police', 'officer', 'see', 'son', 'become', 'murder', 'suspect']"
4252,4252,4252,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the breath,15,128 min,"['action', 'drama', 'thriller']",7.9,Story of 40-man Turkish task force who must defend a relay station.,levent semerci,"('Mete Horozoglu',), ('Ilker Kizmaz',), ('Baris Bagci',), ('Özgür Eren Koç',)","33,701",,"['story', '40man', 'turkish', 'task', 'force', 'must', 'defend', 'relay', 'station']"
4253,4253,4253,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,friday the 13th vii: the new blood,18,88 min,"['horror', 'thriller']",5.2,"Jason Voorhees is accidentally freed from his watery prison by a telekinetic teenager. Now, only she can stop him.",john carl buechler,"('Terry Kiser',), ('Jennifer Banko',), ('John Otrin',), ('Susan Blu',)","37,304",$19.17M,"['jason', 'voorhees', 'accidentally', 'freed', 'watery', 'prison', 'telekinetic', 'teenager', 'stop']"
4254,4254,4254,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,fanaa,12A,168 min,"['action', 'drama', 'romance']",7.1,A sweet blind girl Zooni meets a flirty Rehan. She ignores her friends' warnings. It's her time to discover life. Is she making the right love choice?,kunal kohli,"('Aamir Khan',), ('Kajol',), ('Rishi Kapoor',), ('Tabu',)","33,006",$2.10M,"['sweet', 'blind', 'girl', 'zooni', 'meets', 'flirty', 'rehan', 'ignores', 'friends', 'warnings', 'time', 'discover', 'life', 'making', 'right', 'love', 'choice']"
4255,4255,4255,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,the homesman,15,122 min,"['drama', 'western']",6.6,"Three women who have been driven mad by pioneer life are to be transported across the country by covered wagon by the pious, independent-minded Mary Bee Cuddy, who in turn employs low-life drifter George Briggs to assist her.",tommy lee jones,"('Tommy Lee Jones',), ('Hilary Swank',), ('Grace Gummer',), ('Miranda Otto',)","33,231",$2.43M,"['three', 'women', 'driven', 'mad', 'pioneer', 'life', 'transported', 'across', 'country', 'covered', 'wagon', 'pious', 'independentminded', 'mary', 'bee', 'cuddy', 'turn', 'employs', 'lowlife', 'drifter', 'george', 'briggs', 'assist']"
